DEB [20171117-19:24:17.480] thr=1   paramiko.transport: starting thread (client mode): 0xa9c23828
DEB [20171117-19:24:17.672] thr=1   paramiko.transport: Switch to new keys ...
DEB [20171117-19:24:17.672] thr=2   paramiko.transport: Adding ssh-ed25519 host key for 13.112.192.203: b'6d24fb9a77e46e9a80d6a4c4726ac177'
DEB [20171117-19:24:17.673] thr=2   paramiko.transport: Trying SSH key b'6d8cadf34f0022ac4d51a9d631ded228'
DEB [20171117-19:24:17.804] thr=1   paramiko.transport: userauth is OK
INF [20171117-19:24:17.867] thr=1   paramiko.transport: Authentication (publickey) successful!
DEB [20171117-19:24:17.914] thr=3   paramiko.transport: starting thread (client mode): 0xaa030828
DEB [20171117-19:24:17.914] thr=3   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.3.1
DEB [20171117-19:24:17.963] thr=3   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_6.6.1p1 Ubuntu-2ubuntu2.8
INF [20171117-19:24:17.963] thr=3   paramiko.transport: Connected (version 2.0, client OpenSSH_6.6.1p1)
DEB [20171117-19:24:18.014] thr=3   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'arcfour256', 'arcfour128', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'chacha20-poly1305@openssh.com', 'aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'aes192-cbc', 'aes256-cbc', 'arcfour', 'rijndael-cbc@lysator.liu.se'] server encrypt:['aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'arcfour256', 'arcfour128', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'chacha20-poly1305@openssh.com', 'aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'aes192-cbc', 'aes256-cbc', 'arcfour', 'rijndael-cbc@lysator.liu.se'] client mac:['hmac-md5-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-ripemd160-etm@openssh.com', 'hmac-sha1-96-etm@openssh.com', 'hmac-md5-96-etm@openssh.com', 'hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-ripemd160-etm@openssh.com', 'hmac-sha1-96-etm@openssh.com', 'hmac-md5-96-etm@openssh.com', 'hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20171117-19:24:18.014] thr=3   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20171117-19:24:18.014] thr=3   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20171117-19:24:18.014] thr=3   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20171117-19:24:18.014] thr=3   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20171117-19:24:18.014] thr=3   paramiko.transport: Compression agreed: none
DEB [20171117-19:24:18.068] thr=3   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20171117-19:24:18.068] thr=3   paramiko.transport: Switch to new keys ...
DEB [20171117-19:24:18.068] thr=2   paramiko.transport: Attempting public-key auth...
DEB [20171117-19:24:18.201] thr=3   paramiko.transport: userauth is OK
INF [20171117-19:24:18.254] thr=3   paramiko.transport: Authentication (publickey) successful!
DEB [20171117-19:24:18.255] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20171117-19:24:18.473] thr=3   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20171117-19:24:18.473] thr=3   paramiko.transport: Secsh channel 0 opened.
DEB [20171117-19:24:18.520] thr=3   paramiko.transport: [chan 0] Sesch channel 0 request ok
INF [20171117-19:24:18.566] thr=2   paramiko.transport.sftp: [chan 0] Opened sftp connection (server version 3)
DEB [20171117-19:24:18.567] thr=2   paramiko.transport.sftp: [chan 0] listdir(b'./Browser/data')
DEB [20171117-19:24:18.751] thr=2   paramiko.transport.sftp: [chan 0] remove(b'./Browser/data/Javascript_design_patterns')
DEB [20171117-19:24:18.798] thr=2   paramiko.transport.sftp: [chan 0] remove(b'./Browser/data/\xe8\xb3\x87\xe8\xa8\x8a\xe6\xa6\x82\xe8\xab\x96')
DEB [20171117-19:24:18.844] thr=2   paramiko.transport.sftp: [chan 0] remove(b'./Browser/data/English_Sophomore')
DEB [20171117-19:24:18.892] thr=2   paramiko.transport.sftp: [chan 0] remove(b'./Browser/data/test')
DEB [20171117-19:24:18.940] thr=2   paramiko.transport.sftp: [chan 0] remove(b'./Browser/data/\xe5\xb7\xa5\xe7\xa8\x8b\xe6\x95\xb8\xe5\xad\xb8\xe6\x9c\x9f\xe4\xb8\xad')
DEB [20171117-19:24:18.987] thr=2   paramiko.transport.sftp: [chan 0] remove(b'./Browser/data/\xe5\x9c\x8b\xe9\x9a\x9b\xe7\x8f\xbe\xe5\x8b\xa2')
DEB [20171117-19:24:19.035] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/English_Sophomore', 'wb')
DEB [20171117-19:24:19.080] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/English_Sophomore', 'wb') -> b'00000000'
DEB [20171117-19:24:19.080] thr=2   paramiko.transport.sftp: [chan 0] close(b'00000000')
DEB [20171117-19:24:19.180] thr=2   paramiko.transport.sftp: [chan 0] stat(b'./Browser/data/English_Sophomore')
DEB [20171117-19:24:19.228] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/\xe5\x9c\x8b\xe9\x9a\x9b\xe7\x8f\xbe\xe5\x8b\xa2', 'wb')
DEB [20171117-19:24:19.274] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/\xe5\x9c\x8b\xe9\x9a\x9b\xe7\x8f\xbe\xe5\x8b\xa2', 'wb') -> b'00000000'
DEB [20171117-19:24:19.274] thr=2   paramiko.transport.sftp: [chan 0] close(b'00000000')
DEB [20171117-19:24:19.369] thr=2   paramiko.transport.sftp: [chan 0] stat(b'./Browser/data/\xe5\x9c\x8b\xe9\x9a\x9b\xe7\x8f\xbe\xe5\x8b\xa2')
DEB [20171117-19:24:19.417] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/\xe8\xb3\x87\xe8\xa8\x8a\xe6\xa6\x82\xe8\xab\x96', 'wb')
DEB [20171117-19:24:19.466] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/\xe8\xb3\x87\xe8\xa8\x8a\xe6\xa6\x82\xe8\xab\x96', 'wb') -> b'00000000'
DEB [20171117-19:24:19.467] thr=2   paramiko.transport.sftp: [chan 0] close(b'00000000')
DEB [20171117-19:24:19.565] thr=2   paramiko.transport.sftp: [chan 0] stat(b'./Browser/data/\xe8\xb3\x87\xe8\xa8\x8a\xe6\xa6\x82\xe8\xab\x96')
DEB [20171117-19:24:19.615] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/Javascript_design_patterns', 'wb')
DEB [20171117-19:24:19.663] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/Javascript_design_patterns', 'wb') -> b'00000000'
DEB [20171117-19:24:19.664] thr=2   paramiko.transport.sftp: [chan 0] close(b'00000000')
DEB [20171117-19:24:19.759] thr=2   paramiko.transport.sftp: [chan 0] stat(b'./Browser/data/Javascript_design_patterns')
DEB [20171117-19:24:19.808] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/\xe5\xb7\xa5\xe7\xa8\x8b\xe6\x95\xb8\xe5\xad\xb8\xe6\x9c\x9f\xe4\xb8\xad', 'wb')
DEB [20171117-19:24:19.855] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/\xe5\xb7\xa5\xe7\xa8\x8b\xe6\x95\xb8\xe5\xad\xb8\xe6\x9c\x9f\xe4\xb8\xad', 'wb') -> b'00000000'
DEB [20171117-19:24:19.856] thr=2   paramiko.transport.sftp: [chan 0] close(b'00000000')
DEB [20171117-19:24:19.951] thr=2   paramiko.transport.sftp: [chan 0] stat(b'./Browser/data/\xe5\xb7\xa5\xe7\xa8\x8b\xe6\x95\xb8\xe5\xad\xb8\xe6\x9c\x9f\xe4\xb8\xad')
DEB [20171117-19:24:19.999] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/test', 'wb')
DEB [20171117-19:24:20.047] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/test', 'wb') -> b'00000000'
DEB [20171117-19:24:20.047] thr=2   paramiko.transport.sftp: [chan 0] close(b'00000000')
DEB [20171117-19:24:20.139] thr=2   paramiko.transport.sftp: [chan 0] stat(b'./Browser/data/test')
DEB [20171117-19:24:20.189] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/Package', 'wb')
DEB [20171117-19:24:20.237] thr=2   paramiko.transport.sftp: [chan 0] open(b'./Browser/data/Package', 'wb') -> b'00000000'
DEB [20171117-19:24:20.238] thr=2   paramiko.transport.sftp: [chan 0] close(b'00000000')
DEB [20171117-19:24:20.335] thr=2   paramiko.transport.sftp: [chan 0] stat(b'./Browser/data/Package')
DEB [20171117-19:24:20.386] thr=2   paramiko.transport.sftp: [chan 0] listdir(b'./Browser/data')
INF [20171117-19:24:20.576] thr=2   paramiko.transport.sftp: [chan 0] sftp session closed.
DEB [20171117-19:24:20.576] thr=2   paramiko.transport: [chan 0] EOF sent (0)
DEB [20171117-19:24:20.577] thr=1   paramiko.transport: EOF in transport thread
DEB [20171117-19:24:20.624] thr=3   paramiko.transport: [chan 0] EOF received (0)
DEB [20171117-19:31:39.834] thr=3   paramiko.transport: EOF in transport thread
DEB [20171117-19:31:47.990] thr=1   paramiko.transport: starting thread (client mode): 0x8fd18828
DEB [20171117-19:31:47.991] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.3.1
DEB [20171117-19:31:48.037] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_6.6.1p1 Ubuntu-2ubuntu2.8
INF [20171117-19:31:48.037] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_6.6.1p1)
DEB [20171117-19:31:48.080] thr=1   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'arcfour256', 'arcfour128', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'chacha20-poly1305@openssh.com', 'aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'aes192-cbc', 'aes256-cbc', 'arcfour', 'rijndael-cbc@lysator.liu.se'] server encrypt:['aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'arcfour256', 'arcfour128', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'chacha20-poly1305@openssh.com', 'aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'aes192-cbc', 'aes256-cbc', 'arcfour', 'rijndael-cbc@lysator.liu.se'] client mac:['hmac-md5-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-ripemd160-etm@openssh.com', 'hmac-sha1-96-etm@openssh.com', 'hmac-md5-96-etm@openssh.com', 'hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-ripemd160-etm@openssh.com', 'hmac-sha1-96-etm@openssh.com', 'hmac-md5-96-etm@openssh.com', 'hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20171117-19:31:48.081] thr=1   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20171117-19:31:48.081] thr=1   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20171117-19:31:48.081] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20171117-19:31:48.081] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20171117-19:31:48.081] thr=1   paramiko.transport: Compression agreed: none
DEB [20171117-19:31:48.167] thr=1   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20171117-19:31:48.169] thr=1   paramiko.transport: Switch to new keys ...
DEB [20171117-19:31:48.170] thr=2   paramiko.transport: Adding ssh-ed25519 host key for 13.112.192.203: b'6d24fb9a77e46e9a80d6a4c4726ac177'
DEB [20171117-19:31:48.173] thr=2   paramiko.transport: Trying SSH key b'6d8cadf34f0022ac4d51a9d631ded228'
DEB [20171117-19:31:48.292] thr=1   paramiko.transport: userauth is OK
INF [20171117-19:31:48.352] thr=1   paramiko.transport: Authentication (publickey) successful!
DEB [20171117-19:31:48.397] thr=3   paramiko.transport: starting thread (client mode): 0x901417f0
DEB [20171117-19:31:48.398] thr=3   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.3.1
DEB [20171117-19:31:48.441] thr=3   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_6.6.1p1 Ubuntu-2ubuntu2.8
INF [20171117-19:31:48.442] thr=3   paramiko.transport: Connected (version 2.0, client OpenSSH_6.6.1p1)
DEB [20171117-19:31:48.485] thr=3   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'arcfour256', 'arcfour128', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'chacha20-poly1305@openssh.com', 'aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'aes192-cbc', 'aes256-cbc', 'arcfour', 'rijndael-cbc@lysator.liu.se'] server encrypt:['aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'arcfour256', 'arcfour128', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'chacha20-poly1305@openssh.com', 'aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'aes192-cbc', 'aes256-cbc', 'arcfour', 'rijndael-cbc@lysator.liu.se'] client mac:['hmac-md5-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-ripemd160-etm@openssh.com', 'hmac-sha1-96-etm@openssh.com', 'hmac-md5-96-etm@openssh.com', 'hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-ripemd160-etm@openssh.com', 'hmac-sha1-96-etm@openssh.com', 'hmac-md5-96-etm@openssh.com', 'hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20171117-19:31:48.486] thr=3   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20171117-19:31:48.486] thr=3   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20171117-19:31:48.486] thr=3   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20171117-19:31:48.487] thr=3   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20171117-19:31:48.487] thr=3   paramiko.transport: Compression agreed: none
DEB [20171117-19:31:48.535] thr=3   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20171117-19:31:48.536] thr=3   paramiko.transport: Switch to new keys ...
DEB [20171117-19:31:48.537] thr=2   paramiko.transport: Attempting public-key auth...
DEB [20171117-19:31:48.662] thr=3   paramiko.transport: userauth is OK
INF [20171117-19:31:48.713] thr=3   paramiko.transport: Authentication (publickey) successful!
DEB [20171117-19:31:48.714] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20171117-19:31:48.933] thr=3   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20171117-19:31:48.934] thr=3   paramiko.transport: Secsh channel 0 opened.
DEB [20171117-19:31:49.222] thr=3   paramiko.transport: [chan 0] Sesch channel 0 request ok
INF [20171117-19:31:49.268] thr=2   paramiko.transport.sftp: [chan 0] Opened sftp connection (server version 3)
DEB [20171117-19:31:49.269] thr=2   paramiko.transport.sftp: [chan 0] listdir(b'./Browser/data')
DEB [20171117-19:31:49.454] thr=1   paramiko.transport: EOF in transport thread
DEB [20171117-19:31:49.454] thr=3   paramiko.transport: EOF in transport thread
DEB [20171117-19:32:02.506] thr=1   paramiko.transport: starting thread (client mode): 0x7d2487f0
DEB [20171117-19:32:02.506] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.3.1
DEB [20171117-19:32:02.559] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_6.6.1p1 Ubuntu-2ubuntu2.8
INF [20171117-19:32:02.559] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_6.6.1p1)
DEB [20171117-19:32:02.606] thr=1   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'arcfour256', 'arcfour128', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'chacha20-poly1305@openssh.com', 'aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'aes192-cbc', 'aes256-cbc', 'arcfour', 'rijndael-cbc@lysator.liu.se'] server encrypt:['aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'arcfour256', 'arcfour128', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'chacha20-poly1305@openssh.com', 'aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'aes192-cbc', 'aes256-cbc', 'arcfour', 'rijndael-cbc@lysator.liu.se'] client mac:['hmac-md5-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-ripemd160-etm@openssh.com', 'hmac-sha1-96-etm@openssh.com', 'hmac-md5-96-etm@openssh.com', 'hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-ripemd160-etm@openssh.com', 'hmac-sha1-96-etm@openssh.com', 'hmac-md5-96-etm@openssh.com', 'hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20171117-19:32:02.606] thr=1   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20171117-19:32:02.606] thr=1   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20171117-19:32:02.606] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20171117-19:32:02.606] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20171117-19:32:02.607] thr=1   paramiko.transport: Compression agreed: none
DEB [20171117-19:32:02.701] thr=1   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20171117-19:32:02.701] thr=1   paramiko.transport: Switch to new keys ...
DEB [20171117-19:32:02.702] thr=2   paramiko.transport: Adding ssh-ed25519 host key for 13.112.192.203: b'6d24fb9a77e46e9a80d6a4c4726ac177'
DEB [20171117-19:32:02.702] thr=2   paramiko.transport: Trying SSH key b'6d8cadf34f0022ac4d51a9d631ded228'
DEB [20171117-19:32:02.832] thr=1   paramiko.transport: userauth is OK
INF [20171117-19:32:02.883] thr=1   paramiko.transport: Authentication (publickey) successful!
DEB [20171117-19:32:02.933] thr=3   paramiko.transport: starting thread (client mode): 0x7d6717f0
DEB [20171117-19:32:02.935] thr=3   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.3.1
DEB [20171117-19:32:02.983] thr=3   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_6.6.1p1 Ubuntu-2ubuntu2.8
INF [20171117-19:32:02.984] thr=3   paramiko.transport: Connected (version 2.0, client OpenSSH_6.6.1p1)
